courier_id,vehicle,start_lat,start_lng,shift_starts_at,shift_ends_at
366586,motorcycle,4.795523874512199,-75.74673861265182,2020-08-20 17:25:01.005339,2020-08-20 22:05:00.645607
359112,motorcycle,4.817900392906843,-75.68043977022171,2020-08-20 10:00:00.740904,2020-08-20 21:45:00.696074
396376,motorcycle,4.823370321168703,-75.73068290948868,2020-08-20 18:42:01.459854,2020-08-20 22:40:00.487934
240449,motorcycle,4.810210048909404,-75.71413904428482,2020-08-20 10:22:00.619335,2020-08-20 16:56:01.231424
370090,motorcycle,4.832360977120878,-75.68813234567642,2020-08-20 10:30:01.185200,2020-08-20 13:34:00.713873
178830,motorcycle,4.807789390202238,-75.68439871072769,2020-08-20 09:20:00.486239,2020-08-20 13:32:00.842166
196722,motorcycle,4.804159669502063,-75.73233515024185,2020-08-20 08:33:01.126171,2020-08-20 22:31:00.354994
395742,motorcycle,4.793503701748207,-75.7358917593956,2020-08-20 07:41:00.544103,2020-08-20 21:14:00.816944
409754,motorcycle,4.839382154732242,-75.67230194807053,2020-08-20 11:11:00.790428,2020-08-20 11:11:00.790428
156883,motorcycle,4.797592206978216,-75.73224395513535,2020-08-20 00:00:00.522332,2020-08-20 23:02:00.406619
247490,motorcycle,4.807158244633563,-75.68341702222824,2020-08-20 11:52:00.867387,2020-08-20 20:12:00.853486
222701,motorcycle,4.815971470104586,-75.71602195501328,2020-08-20 09:35:00.582176,2020-08-20 21:41:00.509662
189809,motorcycle,4.807107550210382,-75.68733304738998,2020-08-20 13:34:00.713364,2020-08-20 21:05:00.797541
173862,motorcycle,4.839993022531637,-75.66263526678085,2020-08-20 12:18:01.511202,2020-08-20 14:52:01.262206
223023,motorcycle,4.812002096769056,-75.68599194288254,2020-08-20 12:28:00.948416,2020-08-20 23:08:00.475494
349903,motorcycle,4.790157869817882,-75.73876172304153,2020-08-20 12:52:01.588665,2020-08-20 17:07:00.690085
342345,motorcycle,4.807241890431818,-75.68334728479385,2020-08-20 09:15:00.680722,2020-08-20 17:01:00.580945
196676,walking,4.809898278206809,-75.68275183439255,2020-08-20 07:05:00.583158,2020-08-20 21:17:00.549434
390466,motorcycle,4.808899598070035,-75.68453818559647,2020-08-20 07:05:00.583117,2020-08-20 22:57:00.341641
391230,motorcycle,4.806458661593588,-75.68344920873642,2020-08-20 12:09:01.141871,2020-08-20 21:27:00.638229
174275,motorcycle,4.83193007452379,-75.68965584039688,2020-08-20 13:27:01.411670,2020-08-20 20:16:01.937204
267678,motorcycle,4.808410396886281,-75.68948954343796,2020-08-20 12:51:01.169685,2020-08-20 20:38:01.008932
162161,motorcycle,4.811530638633421,-75.66378325223923,2020-08-20 11:53:00.924095,2020-08-20 20:58:00.696810
375946,motorcycle,4.818850913341599,-75.69681733846664,2020-08-20 12:10:01.228688,2020-08-20 15:57:00.493122
379012,motorcycle,4.791463251214942,-75.71017473936081,2020-08-20 11:23:00.524570,2020-08-20 23:08:00.475423
182491,motorcycle,4.8929560211560315,-75.8810368180275,2020-08-20 07:55:00.777936,2020-08-20 21:29:00.833540
330311,motorcycle,4.81168272190299,-75.67850857973099,2020-08-20 07:18:00.562814,2020-08-20 22:42:00.467426
162540,motorcycle,4.821203134577466,-75.68067580461502,2020-08-20 10:40:00.647698,2020-08-20 21:17:00.549609
397171,motorcycle,4.7976910611034285,-75.73253899812698,2020-08-20 10:08:00.911714,2020-08-20 20:32:00.814705
191720,motorcycle,4.81691945581818,-75.69157093763351,2020-08-20 13:44:00.911319,2020-08-20 19:29:01.519985
396406,motorcycle,4.808182271981941,-75.67024737596512,2020-08-20 13:25:00.910461,2020-08-20 21:55:00.532134
213151,motorcycle,4.809140396580169,-75.74076265096664,2020-08-20 13:17:01.045018,2020-08-20 22:00:00.480186
236300,motorcycle,4.832376185447828,-75.68757444620132,2020-08-20 15:04:02.069204,2020-08-20 20:56:00.901508
395578,motorcycle,4.838135071921847,-75.67170113325119,2020-08-20 11:41:00.944952,2020-08-20 21:39:00.543002
193411,motorcycle,4.796745610110996,-75.69342166185379,2020-08-20 12:08:00.740528,2020-08-20 14:20:00.679639
319662,motorcycle,4.8071050154892205,-75.73047369718552,2020-08-20 11:43:00.645850,2020-08-20 18:22:00.928472
164712,motorcycle,4.833473719709822,-75.68924278020859,2020-08-20 11:57:01.203436,2020-08-20 22:40:00.488075
272206,motorcycle,4.807771647154119,-75.6845971941948,2020-08-20 09:20:00.486208,2020-08-20 16:04:00.656919
233571,motorcycle,4.793703944719795,-75.74600905179977,2020-08-20 17:38:00.804223,2020-08-20 22:07:00.459651
230561,motorcycle,4.750476810068427,-75.67003279924393,2020-08-20 11:45:00.665959,2020-08-20 14:24:01.309837
308522,motorcycle,4.833795629297057,-75.68053632974625,2020-08-20 18:28:01.074885,2020-08-20 21:48:00.524857
212125,motorcycle,4.814197165293045,-75.69070726633072,2020-08-20 12:15:01.127824,2020-08-20 20:33:00.765882
185340,motorcycle,4.814924630265779,-75.69330900907516,2020-08-20 12:09:01.141814,2020-08-20 16:29:00.840360
287733,motorcycle,4.809244320147705,-75.75692027807236,2020-08-20 11:58:01.193378,2020-08-20 12:03:01.891162
219698,walking,4.807614494442241,-75.6866517663002,2020-08-20 11:32:01.128643,2020-08-20 20:15:00.848005
398052,bicycle,4.825517229990659,-75.72865515947342,2020-08-20 10:48:00.666911,2020-08-20 19:18:01.055905
301177,motorcycle,4.802537447960091,-75.72529703378677,2020-08-20 10:40:00.647974,2020-08-20 20:41:00.810708
379443,motorcycle,4.816044977018208,-75.69311589002609,2020-08-20 10:56:00.885636,2020-08-20 23:02:00.406689
354680,motorcycle,4.809338104830594,-75.7044991850853,2020-08-20 10:58:00.711994,2020-08-20 19:42:00.917376
206395,motorcycle,4.817811677666263,-75.69467157125473,2020-08-20 10:48:00.666946,2020-08-20 20:09:00.842735
208176,motorcycle,4.806425710218512,-75.68345457315445,2020-08-20 20:08:00.830626,2020-08-20 21:19:00.596927
242668,motorcycle,4.805789495207527,-75.7319113612175,2020-08-20 17:52:00.770824,2020-08-20 19:32:01.195956
376863,motorcycle,4.812813207540053,-75.69946736097336,2020-08-20 09:57:00.815413,2020-08-20 17:53:01.020741
400188,motorcycle,4.796111929821166,-75.69353967905045,2020-08-20 10:30:01.185335,2020-08-20 20:43:00.787921
376203,motorcycle,4.827304208407988,-75.67933470010757,2020-08-20 16:32:01.412756,2020-08-20 22:05:00.645504
195762,motorcycle,4.859594021256811,-75.66232413053513,2020-08-20 11:19:00.686503,2020-08-20 20:26:00.808396
360288,motorcycle,4.801133212437811,-75.72470158338547,2020-08-20 10:14:00.702685,2020-08-20 21:51:00.572382
155279,motorcycle,4.823352578120584,-75.66361159086227,2020-08-20 12:51:01.168744,2020-08-20 22:33:00.427372
167771,motorcycle,4.806742550363431,-75.72146147489548,2020-08-20 18:15:01.099017,2020-08-20 23:08:00.475462
199458,motorcycle,4.806491612968664,-75.68364232778549,2020-08-20 11:32:01.128518,2020-08-20 22:17:00.482302
309584,motorcycle,4.79244672302476,-75.72903603315353,2020-08-20 12:51:01.169072,2020-08-20 20:41:00.810207
382949,motorcycle,4.799559150597865,-75.69473594427109,2020-08-20 18:36:00.831267,2020-08-20 22:07:00.459768
206429,motorcycle,4.807120223816177,-75.72155267000198,2020-08-20 18:03:01.185896,2020-08-20 21:20:00.783755
406884,motorcycle,4.837402537506797,-75.66384762525558,2020-08-20 18:11:01.134624,2020-08-20 23:53:00.448317
400301,motorcycle,4.8093076881766805,-75.67814379930496,2020-08-20 19:14:01.127539,2020-08-20 20:59:00.671466
323902,motorcycle,4.809538347802182,-75.76009601354599,2020-08-20 18:29:00.739562,2020-08-20 20:38:01.008373
357367,motorcycle,4.8463906587378105,-75.65753370523453,2020-08-20 13:34:00.713599,2020-08-20 20:29:00.799417
391383,motorcycle,4.805302828744928,-75.742988884449,2020-08-20 18:45:00.802271,2020-08-20 19:30:00.782602
176150,motorcycle,4.811860152384135,-75.70093721151352,2020-08-20 17:30:00.860192,2020-08-20 17:55:00.698281
166541,motorcycle,4.797627693074453,-75.74220567941666,2020-08-20 10:35:00.630965,2020-08-20 21:51:00.572667
391653,motorcycle,4.792210993956942,-75.66587001085281,2020-08-20 11:02:00.764244,2020-08-20 22:00:00.480311
256716,motorcycle,4.802993697768777,-75.73730260133743,2020-08-20 12:55:00.916177,2020-08-20 14:16:02.086822
374470,motorcycle,4.83731635698738,-75.6788358092308,2020-08-20 12:23:01.057006,2020-08-20 17:00:01.725468
270004,motorcycle,4.7979217207289295,-75.7349905371666,2020-08-20 11:17:00.680504,2020-08-20 12:16:00.911249
165800,motorcycle,4.820929384692256,-75.71024984121323,2020-08-20 21:05:00.797932,2020-08-20 23:08:00.475449
359826,motorcycle,4.837002051563623,-75.6826713681221,2020-08-20 16:47:00.740633,2020-08-20 21:33:00.850638
318030,motorcycle,4.830954206877443,-75.69115787744522,2020-08-20 15:05:00.908316,2020-08-20 18:39:01.615241
321303,bicycle,4.813680082176539,-75.70981532335281,2020-08-20 00:00:00.522363,2020-08-20 13:39:00.722298
185925,motorcycle,4.796175297850148,-75.69374889135361,2020-08-20 07:18:00.562794,2020-08-20 14:26:00.984402
186290,motorcycle,4.807396508422542,-75.6935128569603,2020-08-20 08:02:00.550722,2020-08-20 11:59:00.765327
347961,motorcycle,4.816093136720234,-75.71993798017502,2020-08-20 07:58:00.428171,2020-08-20 17:04:01.744701
376402,motorcycle,4.809411611744217,-75.74122935533524,2020-08-20 11:06:00.595989,2020-08-20 20:22:01.493478
386416,motorcycle,4.80506709967711,-75.73898166418076,2020-08-20 13:23:00.712896,2020-08-20 21:32:00.495904
147261,motorcycle,4.808706959261919,-75.69021373987198,2020-08-20 16:26:00.729462,2020-08-20 19:31:01.607529
206169,motorcycle,4.815756018806049,-75.69917768239975,2020-08-20 15:21:00.701111,2020-08-20 21:05:00.797640
211013,walking,4.83543812860831,-75.6691262125969,2020-08-20 16:37:00.699059,2020-08-20 17:17:00.883233
286414,motorcycle,4.795615124473933,-75.7460680603981,2020-08-20 18:07:00.869553,2020-08-20 18:10:00.930828
259381,motorcycle,4.830399102943545,-75.67496806383133,2020-08-20 11:32:01.128376,2020-08-20 20:29:00.800656
209792,motorcycle,4.7975693944877875,-75.74796169996262,2020-08-20 10:56:00.886268,2020-08-20 19:31:01.607027
190954,motorcycle,4.82082546112472,-75.67550450563431,2020-08-20 06:44:00.619802,2020-08-20 19:38:00.958825
306614,motorcycle,4.810732201468234,-75.80064564943314,2020-08-20 09:38:00.628065,2020-08-20 22:10:00.471362
204045,motorcycle,4.806897168354148,-75.69701045751572,2020-08-20 00:00:00.522338,2020-08-20 00:01:00.622163
411755,bicycle,4.815816852113862,-75.68918913602829,2020-08-20 00:00:00.522313,2020-08-20 18:53:01.017405
350538,motorcycle,4.803135642153698,-75.73843985795975,2020-08-20 17:41:00.913333,2020-08-20 21:21:00.660549
294138,motorcycle,4.808511785732655,-75.68952709436417,2020-08-20 15:11:00.636439,2020-08-20 18:38:00.980678
406383,car,4.810648555669978,-75.70643573999405,2020-08-20 17:00:01.725413,2020-08-20 21:34:00.688270
323157,motorcycle,4.8163567477208105,-75.68968802690506,2020-08-20 19:11:02.619525,2020-08-20 21:25:00.584261
412020,bicycle,4.80879820922366,-75.6838408112526,2020-08-20 18:02:00.990980,2020-08-20 18:52:01.820929
381329,motorcycle,4.808919875839301,-75.73721140623093,2020-08-20 11:17:00.680510,2020-08-20 17:46:00.917201
171711,motorcycle,4.8188179619665235,-75.6709286570549,2020-08-20 16:58:00.880158,2020-08-20 23:53:00.448341
350521,motorcycle,4.786127663174533,-75.72450309991837,2020-08-20 19:58:00.947769,2020-08-20 22:15:00.523253
395569,motorcycle,4.786540822723502,-75.73003381490707,2020-08-20 11:43:00.645517,2020-08-20 20:32:00.814502
200058,bicycle,4.803809877982083,-75.74664741754532,2020-08-20 20:38:01.008183,2020-08-20 23:53:00.448382
338746,car,4.803632447500924,-75.70812553167343,2020-08-20 09:38:00.628257,2020-08-20 13:30:01.076036
376346,motorcycle,4.8097056393987,-75.68114250898361,2020-08-20 15:52:00.721815,2020-08-20 19:15:00.982305
383187,motorcycle,4.833947712566619,-75.6812658905983,2020-08-20 19:38:00.958193,2020-08-20 20:32:00.814649
178814,motorcycle,4.815173032939391,-75.68696290254593,2020-08-20 08:30:00.539171,2020-08-20 19:00:01.285724
312744,motorcycle,4.834538302596748,-75.69325536489487,2020-08-20 06:31:00.405196,2020-08-20 22:42:00.467348
152415,motorcycle,4.824812577508361,-75.68276792764664,2020-08-20 06:19:00.496777,2020-08-20 12:59:00.919928
397935,motorcycle,4.811241680421261,-75.68637281656265,2020-08-20 00:00:00.522325,2020-08-20 23:53:00.448364
403051,motorcycle,4.831352158099456,-75.68523555994034,2020-08-20 11:52:00.867285,2020-08-20 21:48:00.524650
240673,motorcycle,4.840687536129302,-75.67044049501419,2020-08-20 11:38:01.368087,2020-08-20 18:38:00.980172
204143,motorcycle,4.825327125903705,-75.69671541452408,2020-08-20 12:08:00.740332,2020-08-20 21:55:00.532069
168260,motorcycle,4.79881394257702,-75.74091821908951,2020-08-20 11:59:00.765828,2020-08-20 20:15:00.848032
272444,motorcycle,4.808757653685113,-75.69009572267532,2020-08-20 12:23:01.057198,2020-08-20 15:27:00.494339
211294,motorcycle,4.805784425765204,-75.71742206811905,2020-08-20 09:35:00.582059,2020-08-20 21:03:00.720370
357421,motorcycle,4.8198115726609885,-75.70051342248917,2020-08-20 11:43:00.645804,2020-08-20 13:06:01.402086
374020,motorcycle,4.824713723383148,-75.67884117364883,2020-08-20 11:17:00.680260,2020-08-20 19:08:01.063401
398135,bicycle,4.840053855839464,-75.67829936742783,2020-08-20 10:58:00.711354,2020-08-20 23:53:00.448387
199037,motorcycle,4.804258523627276,-75.73237806558609,2020-08-20 10:24:01.029422,2020-08-20 20:32:00.814278
240460,walking,4.816622893442535,-75.69920986890793,2020-08-20 10:08:00.911664,2020-08-20 19:50:00.775631
351500,motorcycle,4.813003311627,-75.68012863397598,2020-08-20 12:32:00.937177,2020-08-20 21:41:00.508991
394292,motorcycle,4.808073278972081,-75.71029275655746,2020-08-20 11:07:00.651496,2020-08-20 22:07:00.459638
267268,motorcycle,4.808727237031199,-75.68134099245071,2020-08-20 12:24:01.026443,2020-08-20 19:30:00.783424
204104,motorcycle,4.815140081564323,-75.69613069295883,2020-08-20 12:24:01.026707,2020-08-20 14:43:00.702175
384418,motorcycle,4.829833860125014,-75.6906858086586,2020-08-20 09:09:00.743712,2020-08-20 21:23:00.538889
407497,bicycle,4.829656429643855,-75.67735522985458,2020-08-20 09:25:00.586157,2020-08-20 22:05:00.645582
150192,walking,4.806539772670682,-75.68374961614609,2020-08-20 13:41:01.074444,2020-08-20 22:23:00.469333
326986,motorcycle,4.82101049576935,-75.69498807191849,2020-08-20 10:30:01.185081,2020-08-20 20:47:01.572886
380218,motorcycle,4.792857347852575,-75.70606559515,2020-08-20 13:19:00.777958,2020-08-20 18:10:00.930726
198289,motorcycle,4.812998242184683,-75.70204228162766,2020-08-20 18:28:01.074953,2020-08-20 19:43:00.932591
359479,motorcycle,4.812711818693678,-75.69199472665787,2020-08-20 18:26:00.721232,2020-08-20 20:13:00.725162
327256,motorcycle,4.815804178508067,-75.67679733037949,2020-08-20 11:43:00.646155,2020-08-20 21:44:00.512109
278595,motorcycle,4.809170813234083,-75.6836798787117,2020-08-20 11:48:00.928909,2020-08-20 23:08:00.475475
205303,motorcycle,4.811888034316887,-75.7040324807167,2020-08-20 12:36:01.546110,2020-08-20 21:03:00.720415
248135,motorcycle,4.836829690524787,-75.66922277212143,2020-08-20 12:41:01.039809,2020-08-20 20:37:00.753021
188567,motorcycle,4.814075498677404,-75.69201618432999,2020-08-20 12:37:00.902076,2020-08-20 22:31:00.355154
366403,motorcycle,4.814199700014207,-75.69081455469131,2020-08-20 17:39:00.640262,2020-08-20 21:27:00.638538
404693,motorcycle,4.826338479646289,-75.67542403936386,2020-08-20 18:17:02.968738,2020-08-20 18:17:02.968738
376757,motorcycle,4.825273896759363,-75.6964311003685,2020-08-20 18:29:00.739818,2020-08-20 20:56:00.902451
376744,motorcycle,4.804821231724652,-75.73693245649338,2020-08-20 14:27:00.776234,2020-08-20 20:43:00.787615
309706,motorcycle,4.798808873134703,-75.6960716843605,2020-08-20 18:42:01.459669,2020-08-20 21:44:00.511467
353328,motorcycle,4.806496682410973,-75.68354040384293,2020-08-20 13:33:00.785572,2020-08-20 15:37:00.689192
208460,motorcycle,4.798002831806038,-75.71325927972794,2020-08-20 14:27:00.776200,2020-08-20 22:23:00.469306
381744,car,4.807414251470654,-75.70004671812057,2020-08-20 11:30:00.803960,2020-08-20 16:58:00.880081
330676,motorcycle,4.806798314228935,-75.68545550107956,2020-08-20 13:52:01.920244,2020-08-20 17:50:02.065132
257244,motorcycle,4.805383939822029,-75.74229151010513,2020-08-20 20:36:01.756845,2020-08-20 21:29:00.833931
390880,motorcycle,4.820511155700963,-75.73413759469986,2020-08-20 11:35:00.699903,2020-08-20 20:49:01.074120
229365,motorcycle,4.8139487626194395,-75.66171795129776,2020-08-20 18:20:00.814544,2020-08-20 20:46:00.920178
268770,bicycle,4.806124078400551,-75.74775785207748,2020-08-20 18:13:01.450985,2020-08-20 19:41:01.446833
301464,motorcycle,4.826333410203965,-75.69723039865494,2020-08-20 09:55:00.788751,2020-08-20 20:07:01.157030
381355,motorcycle,4.806235606131565,-75.68877607584,2020-08-20 18:58:01.054429,2020-08-20 22:02:00.728988
399961,motorcycle,4.8089553619355385,-75.69005817174911,2020-08-20 14:19:00.716321,2020-08-20 21:03:00.720389
279015,motorcycle,4.819038482707391,-75.68319171667099,2020-08-20 19:15:00.982121,2020-08-20 21:29:00.833937
223657,motorcycle,4.806800848950097,-75.6825801730156,2020-08-20 19:25:01.752278,2020-08-20 23:08:00.475468
164723,motorcycle,4.7893264812776195,-75.74049443006516,2020-08-20 18:37:00.834177,2020-08-20 23:08:00.475366
