ORDER_ID + (SELECT NOISE FROM VARS),store_lat,store_lng,user_lat,user_lng,dispatch_at,pickup_at_lb,pickup_at_ub,deliver_at_lb,deliver_at_ub
106194471.0,11.016796818573,-74.81058379266,11.022204,-74.819158,2020-08-16 10:41:03.015427,2020-08-16 10:46:08.000000,2020-08-16 10:56:08.000000,2020-08-16 10:11:58.000000,2020-08-16 10:27:58.000000
106195106.0,11.016796818573,-74.81058379266,11.019647,-74.809843,2020-08-16 10:44:02.832873,2020-08-16 10:47:21.000000,2020-08-16 10:57:21.000000,2020-08-16 10:18:14.000000,2020-08-16 10:34:14.000000
106196529.0,11.007280730358,-74.816359840729,11.0167048,-74.8360204,2020-08-16 10:36:02.838708,2020-08-16 10:35:39.000000,2020-08-16 10:45:39.000000,2020-08-16 10:45:16.000000,2020-08-16 11:01:16.000000
106197031.0,11.004461,-74.813823,11.0198632,-74.8067387,2020-08-16 10:33:02.471218,2020-08-16 10:24:28.000000,2020-08-16 10:34:28.000000,2020-08-16 10:52:00.000000,2020-08-16 11:08:00.000000
106196029.0,11.0005798,-74.7970019,10.9815166,-74.7857666,2020-08-16 10:32:02.264439,2020-08-16 10:31:37.000000,2020-08-16 10:41:37.000000,2020-08-16 10:27:20.000000,2020-08-16 10:43:20.000000
106196748.0,11.003378811518,-74.815203976687,11.003864,-74.809738,2020-08-16 10:43:02.874630,2020-08-16 10:40:42.000000,2020-08-16 10:50:42.000000,2020-08-16 11:22:00.000000,2020-08-16 11:38:00.000000
106196855.0,11.013129875012,-74.827674038029,11.011977455868,-74.823925942183,2020-08-16 10:30:02.797829,2020-08-16 10:17:14.000000,2020-08-16 10:27:14.000000,2020-08-16 11:22:00.000000,2020-08-16 11:38:00.000000
106196522.0,10.988193,-74.797919,10.9803949,-74.8023648,2020-08-16 10:27:02.179263,2020-08-16 10:26:16.000000,2020-08-16 10:36:16.000000,2020-08-16 10:26:10.000000,2020-08-16 10:42:10.000000
106195369.0,11.009522,-74.791308,11.0094645,-74.835161,2020-08-16 10:21:01.817014,2020-08-16 10:18:50.000000,2020-08-16 10:28:50.000000,2020-08-16 10:52:00.000000,2020-08-16 11:08:00.000000
106196720.0,11.000471,-74.825192,11.000940458265,-74.832119420171,2020-08-16 10:27:02.179303,2020-08-16 10:26:19.000000,2020-08-16 10:36:19.000000,2020-08-16 10:33:56.000000,2020-08-16 10:49:56.000000
106196361.0,11.018399620558,-74.834501602577,11.003576,-74.801951,2020-08-16 10:28:02.227143,2020-08-16 10:25:11.000000,2020-08-16 10:35:11.000000,2020-08-16 12:52:00.000000,2020-08-16 13:08:00.000000
106195792.0,11.009129961418,-74.820553688326,11.01966,-74.825165,2020-08-16 10:45:02.470316,2020-08-16 11:12:54.000000,2020-08-16 11:22:54.000000,2020-08-16 11:22:00.000000,2020-08-16 11:38:00.000000
106196951.0,10.985107006956,-74.811080486123,10.997685162737,-74.78807721287,2020-08-16 11:49:05.280260,2020-08-16 11:48:54.000000,2020-08-16 11:58:54.000000,2020-08-16 13:22:00.000000,2020-08-16 13:38:00.000000
106195824.0,10.998947,-74.814633,11.009237,-74.835605,2020-08-16 10:17:02.618227,2020-08-16 10:16:43.000000,2020-08-16 10:26:43.000000,2020-08-16 10:25:25.000000,2020-08-16 10:41:25.000000
106364720.0,11.0032188,-74.8103915,11.005852,-74.806317,2020-08-16 18:30:06.701546,2020-08-16 18:29:23.000000,2020-08-16 18:39:23.000000,2020-08-16 18:35:38.000000,2020-08-16 18:51:38.000000
106364766.0,11.00868,-74.81786,11.011349,-74.815582,2020-08-16 18:31:06.384730,2020-08-16 18:30:43.000000,2020-08-16 18:40:43.000000,2020-08-16 18:33:47.000000,2020-08-16 18:49:47.000000
106361258.0,11.008335937724,-74.802264626984,10.999291,-74.786994,2020-08-16 18:10:06.072326,2020-08-16 18:09:31.000000,2020-08-16 18:19:31.000000,2020-08-16 18:30:55.000000,2020-08-16 18:46:55.000000
106364976.0,11.006974914697,-74.826104873264,11.017529,-74.822559,2020-08-16 18:24:05.183051,2020-08-16 18:23:21.000000,2020-08-16 18:33:21.000000,2020-08-16 18:38:17.000000,2020-08-16 18:54:17.000000
106362971.0,11.014785,-74.819436,11.002685,-74.831777,2020-08-16 18:27:05.339874,2020-08-16 18:29:05.000000,2020-08-16 18:39:05.000000,2020-08-16 18:33:33.000000,2020-08-16 18:49:33.000000
106365067.0,11.001148899255,-74.808211277281,11.006387,-74.814538,2020-08-16 18:26:06.777983,2020-08-16 18:25:33.000000,2020-08-16 18:35:33.000000,2020-08-16 18:40:29.000000,2020-08-16 18:56:29.000000
106364483.0,11.004113852573,-74.812419753967,11.008955,-74.812403,2020-08-16 18:24:05.183148,2020-08-16 18:23:39.000000,2020-08-16 18:33:39.000000,2020-08-16 18:38:05.000000,2020-08-16 18:54:05.000000
106362398.0,10.992768,-74.808824,11.0074491,-74.813358,2020-08-16 18:14:05.731131,2020-08-16 18:13:27.000000,2020-08-16 18:23:27.000000,2020-08-16 18:24:02.000000,2020-08-16 18:40:02.000000
106369440.0,11.010363867163,-74.812464346892,10.997922,-74.830971,2020-08-16 19:00:06.271556,2020-08-16 18:59:27.000000,2020-08-16 19:09:27.000000,2020-08-16 18:50:18.000000,2020-08-16 19:06:18.000000
106374985.0,11.013526,-74.827335,11.0202542,-74.8187637,2020-08-16 18:50:11.251874,2020-08-16 18:49:36.000000,2020-08-16 18:59:36.000000,2020-08-16 19:02:02.000000,2020-08-16 19:18:02.000000
106375512.0,11.012362,-74.827432,11.00979,-74.831831,2020-08-16 19:08:04.907604,2020-08-16 19:07:43.000000,2020-08-16 19:17:43.000000,2020-08-16 19:03:10.000000,2020-08-16 19:19:10.000000
106369886.0,11.013526,-74.827335,11.008437,-74.834151,2020-08-16 18:40:06.550667,2020-08-16 18:38:54.000000,2020-08-16 18:48:54.000000,2020-08-16 18:51:20.000000,2020-08-16 19:07:20.000000
106367574.0,11.024417665482,-74.859545455854,11.025257,-74.862202,2020-08-16 19:02:06.166856,2020-08-16 19:01:32.000000,2020-08-16 19:11:32.000000,2020-08-16 18:46:08.000000,2020-08-16 19:02:08.000000
106376305.0,11.005208354733,-74.801445306134,11.0108925,-74.7950564,2020-08-16 19:16:09.070627,2020-08-16 19:15:08.000000,2020-08-16 19:25:08.000000,2020-08-16 19:04:43.000000,2020-08-16 19:20:43.000000
106362492.0,11.015352787409,-74.826565028853,11.023679,-74.86241,2020-08-16 18:47:06.007408,2020-08-16 18:46:42.000000,2020-08-16 18:56:42.000000,2020-08-16 18:34:18.000000,2020-08-16 18:50:18.000000
106366592.0,11.000600514525,-74.811923804299,10.997497,-74.803016,2020-08-16 19:01:07.462146,2020-08-16 19:00:33.000000,2020-08-16 19:10:33.000000,2020-08-16 18:43:57.000000,2020-08-16 18:59:57.000000
106376422.0,11.010363867163,-74.812464346892,11.015116,-74.821251,2020-08-16 18:59:04.896435,2020-08-16 18:58:47.000000,2020-08-16 19:08:47.000000,2020-08-16 19:04:58.000000,2020-08-16 19:20:58.000000
106369704.0,11.021862,-74.811969,11.0235602,-74.8058114,2020-08-16 18:41:06.958831,2020-08-16 18:39:54.000000,2020-08-16 18:49:54.000000,2020-08-16 18:50:55.000000,2020-08-16 19:06:55.000000
106364281.0,11.003098,-74.809783,11.008282,-74.807648,2020-08-16 18:39:06.594257,2020-08-16 18:38:22.000000,2020-08-16 18:48:22.000000,2020-08-16 18:38:37.000000,2020-08-16 18:54:37.000000
106363334.0,10.991979665503,-74.80772077057,10.981332394829,-74.803910533957,2020-08-16 18:39:06.594307,2020-08-16 18:38:13.000000,2020-08-16 18:48:13.000000,2020-08-16 18:36:24.000000,2020-08-16 18:52:24.000000
106376833.0,11.00868,-74.81786,11.0166152,-74.8277403,2020-08-16 19:00:06.271457,2020-08-16 18:59:00.000000,2020-08-16 19:09:00.000000,2020-08-16 19:08:47.000000,2020-08-16 19:24:47.000000
106365076.0,11.01568190242,-74.82610068319,11.018197,-74.821055,2020-08-16 18:37:05.124671,2020-08-16 18:57:38.000000,2020-08-16 19:07:38.000000,2020-08-16 18:40:30.000000,2020-08-16 18:56:30.000000
106369540.0,11.004819,-74.812208,11.001326,-74.8161895,2020-08-16 18:53:08.324810,2020-08-16 18:53:29.000000,2020-08-16 19:03:29.000000,2020-08-16 18:50:33.000000,2020-08-16 19:06:33.000000
106370826.0,11.015665810646,-74.825870341105,11.015821,-74.820961,2020-08-16 18:38:07.148790,2020-08-16 18:37:39.000000,2020-08-16 18:47:39.000000,2020-08-16 18:53:14.000000,2020-08-16 19:09:14.000000
106367255.0,11.00248048099,-74.809116373016,11.007599,-74.80821,2020-08-16 18:46:09.160782,2020-08-16 18:45:26.000000,2020-08-16 18:55:26.000000,2020-08-16 18:45:23.000000,2020-08-16 19:01:23.000000
106376240.0,11.015352787409,-74.826565028853,11.0170591,-74.8249125,2020-08-16 19:10:09.842000,2020-08-16 19:17:47.000000,2020-08-16 19:27:47.000000,2020-08-16 19:04:36.000000,2020-08-16 19:20:36.000000
106366331.0,11.015065172055,-74.826669792337,11.015782,-74.823273,2020-08-16 18:34:06.496150,2020-08-16 18:33:49.000000,2020-08-16 18:43:49.000000,2020-08-16 18:43:26.000000,2020-08-16 18:59:26.000000
106372855.0,11.004875,-74.817183,11.0001248,-74.82418,2020-08-16 19:01:07.462241,2020-08-16 19:00:30.000000,2020-08-16 19:10:30.000000,2020-08-16 18:57:32.000000,2020-08-16 19:13:32.000000
106369357.0,11.007195,-74.81788,11.0156573,-74.8244087,2020-08-16 18:50:11.251734,2020-08-16 18:49:21.000000,2020-08-16 18:59:21.000000,2020-08-16 18:49:07.000000,2020-08-16 19:05:07.000000
106365538.0,11.005888,-74.812937,11.012484,-74.817015,2020-08-16 18:42:06.349882,2020-08-16 18:41:20.000000,2020-08-16 18:51:20.000000,2020-08-16 18:41:35.000000,2020-08-16 18:57:35.000000
106372233.0,11.013287,-74.827665,11.017416158161,-74.827339723706,2020-08-16 18:57:07.795842,2020-08-16 19:06:12.000000,2020-08-16 19:16:12.000000,2020-08-16 18:56:17.000000,2020-08-16 19:12:17.000000
106366746.0,11.004875,-74.817183,11.007911,-74.810174,2020-08-16 18:45:05.965586,2020-08-16 18:44:50.000000,2020-08-16 18:54:50.000000,2020-08-16 18:44:16.000000,2020-08-16 19:00:16.000000
106366533.0,11.008761975236,-74.825277242022,11.017022,-74.827394,2020-08-16 18:39:06.594193,2020-08-16 18:38:20.000000,2020-08-16 18:48:20.000000,2020-08-16 18:54:51.000000,2020-08-16 19:10:51.000000
106373098.0,11.001835663347,-74.827813871938,10.9938029,-74.8422827,2020-08-16 18:57:07.795701,2020-08-16 18:59:31.000000,2020-08-16 19:09:31.000000,2020-08-16 18:58:04.000000,2020-08-16 19:14:04.000000
106369331.0,11.00385,-74.80846,11.0198875,-74.8052224,2020-08-16 19:00:06.271415,2020-08-16 18:59:23.000000,2020-08-16 19:09:23.000000,2020-08-16 18:45:04.000000,2020-08-16 19:01:04.000000
106376049.0,11.0032188,-74.8103915,11.0057728,-74.8143841,2020-08-16 18:57:07.795673,2020-08-16 18:55:55.000000,2020-08-16 19:05:55.000000,2020-08-16 19:03:16.000000,2020-08-16 19:19:16.000000
106368795.0,11.016763074752,-74.823871214611,11.008675,-74.81359,2020-08-16 18:55:06.371284,2020-08-16 18:54:18.000000,2020-08-16 19:04:18.000000,2020-08-16 18:42:57.000000,2020-08-16 18:58:57.000000
106366720.0,11.0102866,-74.8125447,11.007719039917,-74.814163208008,2020-08-16 18:44:06.076472,2020-08-16 18:58:33.000000,2020-08-16 19:08:33.000000,2020-08-16 18:44:13.000000,2020-08-16 19:00:13.000000
106371364.0,10.984864,-74.798904,11.000351,-74.787283,2020-08-16 18:59:04.896302,2020-08-16 18:58:26.000000,2020-08-16 19:08:26.000000,2020-08-16 18:54:27.000000,2020-08-16 19:10:27.000000
106368778.0,11.010512,-74.834224,11.0060702,-74.8060856,2020-08-16 19:09:06.807430,2020-08-16 19:08:13.000000,2020-08-16 19:18:13.000000,2020-08-16 18:48:55.000000,2020-08-16 19:04:55.000000
106370185.0,11.00868,-74.81786,11.012919,-74.819982,2020-08-16 18:43:07.418171,2020-08-16 18:42:05.000000,2020-08-16 18:52:05.000000,2020-08-16 18:45:59.000000,2020-08-16 19:01:59.000000
106367821.0,11.003195143514,-74.809790816865,11.002472260487,-74.833245300528,2020-08-16 18:54:08.520527,2020-08-16 18:57:19.000000,2020-08-16 19:07:19.000000,2020-08-16 19:01:43.000000,2020-08-16 19:17:43.000000
106364830.0,11.004918778173,-74.809469112208,11.0116603,-74.8079617,2020-08-16 18:49:07.165316,2020-08-16 18:48:49.000000,2020-08-16 18:58:49.000000,2020-08-16 18:39:56.000000,2020-08-16 18:55:56.000000
106363647.0,11.015247406319,-74.827660303601,11.012923,-74.818734,2020-08-16 18:27:05.339883,2020-08-16 18:26:09.000000,2020-08-16 18:36:09.000000,2020-08-16 18:37:06.000000,2020-08-16 18:53:06.000000
106363556.0,11.000600514525,-74.811923804299,10.9939135,-74.8001772,2020-08-16 18:53:08.324606,2020-08-16 18:52:33.000000,2020-08-16 19:02:33.000000,2020-08-16 18:36:55.000000,2020-08-16 18:52:55.000000
106371924.0,10.9854261,-74.8132425,10.9846033,-74.8309605,2020-08-16 18:47:06.007585,2020-08-16 18:46:48.000000,2020-08-16 18:56:48.000000,2020-08-16 19:11:39.000000,2020-08-16 19:27:39.000000
106362897.0,11.013303,-74.827675,11.0062574,-74.8336127,2020-08-16 18:20:05.660366,2020-08-16 18:18:54.000000,2020-08-16 18:28:54.000000,2020-08-16 18:35:21.000000,2020-08-16 18:51:21.000000
106373542.0,10.99988,-74.807821,11.0095211,-74.8138578,2020-08-16 18:53:08.324619,2020-08-16 18:52:57.000000,2020-08-16 19:02:57.000000,2020-08-16 18:58:57.000000,2020-08-16 19:14:57.000000
106373801.0,11.0073506,-74.8185341,11.01703,-74.833061,2020-08-16 18:41:06.958815,2020-08-16 18:40:30.000000,2020-08-16 18:50:30.000000,2020-08-16 18:56:32.000000,2020-08-16 19:12:32.000000
106367689.0,11.000337,-74.817058,11.02052808009,-74.81776021421,2020-08-16 18:43:07.417985,2020-08-16 18:42:44.000000,2020-08-16 18:52:44.000000,2020-08-16 18:46:24.000000,2020-08-16 19:02:24.000000
106367354.0,11.011306,-74.807409,10.991960415726,-74.799009561539,2020-08-16 18:40:06.550474,2020-08-16 18:39:50.000000,2020-08-16 18:49:50.000000,2020-08-16 18:45:37.000000,2020-08-16 19:01:37.000000
106365597.0,11.00081,-74.8059,11.006289,-74.80574,2020-08-16 18:37:05.124600,2020-08-16 18:35:56.000000,2020-08-16 18:45:56.000000,2020-08-16 18:37:44.000000,2020-08-16 18:53:44.000000
106367495.0,11.008335937724,-74.802264626984,11.0014981,-74.8162585,2020-08-16 18:25:06.799481,2020-08-16 18:24:36.000000,2020-08-16 18:34:36.000000,2020-08-16 18:45:57.000000,2020-08-16 19:01:57.000000
106375208.0,11.001148899255,-74.808211277281,11.0164368,-74.8213448,2020-08-16 19:03:06.543539,2020-08-16 19:02:13.000000,2020-08-16 19:12:13.000000,2020-08-16 19:02:31.000000,2020-08-16 19:18:31.000000
106376320.0,11.013287,-74.827665,11.0232984,-74.8646194,2020-08-16 18:57:07.795828,2020-08-16 19:04:37.000000,2020-08-16 19:14:37.000000,2020-08-16 19:04:44.000000,2020-08-16 19:20:44.000000
106374697.0,10.989087622869,-74.813171715852,10.9806712,-74.8061369,2020-08-16 18:57:07.795786,2020-08-16 19:14:18.000000,2020-08-16 19:24:18.000000,2020-08-16 19:17:25.000000,2020-08-16 19:33:25.000000
106372083.0,11.010363867163,-74.812464346892,11.0173939,-74.8184002,2020-08-16 19:01:07.462178,2020-08-16 19:00:41.000000,2020-08-16 19:10:41.000000,2020-08-16 18:56:00.000000,2020-08-16 19:12:00.000000
106363140.0,11.007195,-74.81788,11.008375,-74.798653,2020-08-16 18:21:06.237493,2020-08-16 18:20:20.000000,2020-08-16 18:30:20.000000,2020-08-16 18:34:57.000000,2020-08-16 18:50:57.000000
106369420.0,11.011568,-74.828225,11.009899139404,-74.810150146484,2020-08-16 18:37:05.124635,2020-08-16 18:36:34.000000,2020-08-16 18:46:34.000000,2020-08-16 18:50:16.000000,2020-08-16 19:06:16.000000
106364935.0,10.990149127403,-74.788466085919,10.971554,-74.80172,2020-08-16 18:44:06.076600,2020-08-16 18:45:22.000000,2020-08-16 18:55:22.000000,2020-08-16 18:42:11.000000,2020-08-16 18:58:11.000000
106365483.0,10.975618,-74.803363,10.9847289,-74.801447,2020-08-16 18:32:06.155060,2020-08-16 18:31:09.000000,2020-08-16 18:41:09.000000,2020-08-16 18:41:27.000000,2020-08-16 18:57:27.000000
106371940.0,11.002086,-74.807513,11.002111097798,-74.810492134973,2020-08-16 18:58:05.936997,2020-08-16 19:04:59.000000,2020-08-16 19:14:59.000000,2020-08-16 18:55:41.000000,2020-08-16 19:11:41.000000
106375871.0,10.990040145524,-74.788603528767,10.976067522491,-74.794645607471,2020-08-16 18:49:07.165448,2020-08-16 18:48:31.000000,2020-08-16 18:58:31.000000,2020-08-16 19:03:54.000000,2020-08-16 19:19:54.000000
106364555.0,11.003448,-74.808035,11.005611,-74.808742,2020-08-16 18:36:05.008453,2020-08-16 18:48:19.000000,2020-08-16 18:58:19.000000,2020-08-16 18:39:14.000000,2020-08-16 18:55:14.000000
106373687.0,11.004767054805,-74.814856052399,11.007779,-74.835536,2020-08-16 18:50:11.251639,2020-08-16 18:49:30.000000,2020-08-16 18:59:30.000000,2020-08-16 18:59:17.000000,2020-08-16 19:15:17.000000
106371033.0,11.00334049361,-74.808099976687,11.017218370978,-74.824888855219,2020-08-16 18:59:04.896336,2020-08-16 18:57:58.000000,2020-08-16 19:07:58.000000,2020-08-16 18:59:42.000000,2020-08-16 19:15:42.000000
106370908.0,10.983555157273,-74.795540282821,10.968983625091,-74.802265763283,2020-08-16 18:52:06.503830,2020-08-16 18:55:24.000000,2020-08-16 19:05:24.000000,2020-08-16 18:53:28.000000,2020-08-16 19:09:28.000000
106374044.0,11.010363867163,-74.812464346892,10.997922,-74.830971,2020-08-16 19:12:08.062798,2020-08-16 19:10:51.000000,2020-08-16 19:20:51.000000,2020-08-16 19:00:03.000000,2020-08-16 19:16:03.000000
106363554.0,11.009937,-74.812539,11.008635,-74.808813,2020-08-16 18:36:05.008364,2020-08-16 18:39:47.000000,2020-08-16 18:49:47.000000,2020-08-16 18:33:55.000000,2020-08-16 18:49:55.000000
106376091.0,11.003365791983,-74.818551780286,11.0212935,-74.8191536,2020-08-16 19:06:08.950056,2020-08-16 19:13:04.000000,2020-08-16 19:23:04.000000,2020-08-16 19:04:20.000000,2020-08-16 19:20:20.000000
106362828.0,11.004931,-74.809469,11.006013,-74.805939,2020-08-16 18:42:06.349876,2020-08-16 18:41:49.000000,2020-08-16 18:51:49.000000,2020-08-16 18:35:12.000000,2020-08-16 18:51:12.000000
106367482.0,10.9900255,-74.78837,10.987078133099,-74.793544895947,2020-08-16 18:43:07.418187,2020-08-16 18:45:55.000000,2020-08-16 18:55:55.000000,2020-08-16 18:43:55.000000,2020-08-16 18:59:55.000000
106373110.0,11.002125831621,-74.824112538939,10.9942478,-74.8468654,2020-08-16 19:05:06.638127,2020-08-16 19:17:21.000000,2020-08-16 19:27:21.000000,2020-08-16 19:08:06.000000,2020-08-16 19:24:06.000000
106371907.0,11.020812,-74.816503,11.021829,-74.816238,2020-08-16 18:54:08.520289,2020-08-16 18:53:09.000000,2020-08-16 19:03:09.000000,2020-08-16 18:55:36.000000,2020-08-16 19:11:36.000000
106369560.0,10.986908283363,-74.817813754631,10.9902213,-74.8198339,2020-08-16 18:57:07.795763,2020-08-16 19:06:49.000000,2020-08-16 19:16:49.000000,2020-08-16 18:50:35.000000,2020-08-16 19:06:35.000000
106369562.0,11.000325,-74.793263,11.0038939,-74.7920542,2020-08-16 18:46:09.160765,2020-08-16 18:45:30.000000,2020-08-16 18:55:30.000000,2020-08-16 18:50:35.000000,2020-08-16 19:06:35.000000
106366152.0,10.926951928294,-74.779624427491,10.920777220069,-74.79132771492,2020-08-16 18:33:06.163846,2020-08-16 18:32:09.000000,2020-08-16 18:42:09.000000,2020-08-16 18:43:04.000000,2020-08-16 18:59:04.000000
106366129.0,11.004614,-74.802256,10.99911,-74.8300733,2020-08-16 18:53:08.324724,2020-08-16 18:52:11.000000,2020-08-16 19:02:11.000000,2020-08-16 18:48:00.000000,2020-08-16 19:04:00.000000
106372870.0,11.007195,-74.81788,10.992107,-74.814525,2020-08-16 18:47:06.007569,2020-08-16 18:46:34.000000,2020-08-16 18:56:34.000000,2020-08-16 18:56:34.000000,2020-08-16 19:12:34.000000
106363272.0,11.010363867163,-74.812464346892,10.977031,-74.802491,2020-08-16 18:47:06.007464,2020-08-16 18:46:14.000000,2020-08-16 18:56:14.000000,2020-08-16 18:36:14.000000,2020-08-16 18:52:14.000000
106363598.0,11.020764203069,-74.816952859253,11.017461,-74.805274,2020-08-16 18:39:06.594291,2020-08-16 18:38:34.000000,2020-08-16 18:48:34.000000,2020-08-16 18:37:00.000000,2020-08-16 18:53:00.000000
106371336.0,11.013526,-74.827335,11.016624,-74.823151,2020-08-16 18:43:07.418365,2020-08-16 18:42:00.000000,2020-08-16 18:52:00.000000,2020-08-16 18:54:24.000000,2020-08-16 19:10:24.000000
106363935.0,11.013783,-74.836493,11.0052698,-74.8347637,2020-08-16 18:35:07.471358,2020-08-16 18:34:20.000000,2020-08-16 18:44:20.000000,2020-08-16 18:37:47.000000,2020-08-16 18:53:47.000000
106376458.0,11.004875,-74.817183,11.008859,-74.837517,2020-08-16 19:09:06.807516,2020-08-16 19:07:59.000000,2020-08-16 19:17:59.000000,2020-08-16 19:05:02.000000,2020-08-16 19:21:02.000000
106363205.0,10.994995,-74.823817,10.999242219405,-74.824142195284,2020-08-16 18:30:06.701669,2020-08-16 18:29:51.000000,2020-08-16 18:39:51.000000,2020-08-16 18:36:06.000000,2020-08-16 18:52:06.000000
106374418.0,10.991979665503,-74.80772077057,10.994001,-74.822593,2020-08-16 19:03:06.543509,2020-08-16 19:02:00.000000,2020-08-16 19:12:00.000000,2020-08-16 19:00:50.000000,2020-08-16 19:16:50.000000
106367992.0,10.990040145524,-74.788603528767,10.9757007,-74.7890684,2020-08-16 18:32:06.155279,2020-08-16 18:31:45.000000,2020-08-16 18:41:45.000000,2020-08-16 18:47:08.000000,2020-08-16 19:03:08.000000
106368924.0,11.023752,-74.812168,11.019399288185,-74.808633998036,2020-08-16 18:44:06.076499,2020-08-16 18:43:29.000000,2020-08-16 18:53:29.000000,2020-08-16 18:49:13.000000,2020-08-16 19:05:13.000000
106364999.0,11.004728,-74.814601,11.001338,-74.835499,2020-08-16 18:29:05.274621,2020-08-16 18:28:18.000000,2020-08-16 18:38:18.000000,2020-08-16 18:40:21.000000,2020-08-16 18:56:21.000000
106366498.0,11.003196703483,-74.810508154002,10.995906,-74.81336,2020-08-16 18:46:09.160816,2020-08-16 19:05:26.000000,2020-08-16 19:15:26.000000,2020-08-16 18:54:47.000000,2020-08-16 19:10:47.000000
106361290.0,11.005888,-74.812937,11.008797647644,-74.809285439551,2020-08-16 18:32:06.155170,2020-08-16 18:31:45.000000,2020-08-16 18:41:45.000000,2020-08-16 18:31:01.000000,2020-08-16 18:47:01.000000
106375133.0,10.99021935,-74.78874285,10.970240592957,-74.791709899902,2020-08-16 19:16:09.070489,2020-08-16 19:14:56.000000,2020-08-16 19:24:56.000000,2020-08-16 19:10:22.000000,2020-08-16 19:26:22.000000
106369040.0,10.927102,-74.779748,10.9107738,-74.8016654,2020-08-16 18:34:06.496011,2020-08-16 18:33:24.000000,2020-08-16 18:43:24.000000,2020-08-16 18:49:28.000000,2020-08-16 19:05:28.000000
106375340.0,11.01568190242,-74.82610068319,11.01739,-74.832535,2020-08-16 19:02:06.166883,2020-08-16 19:20:01.000000,2020-08-16 19:30:01.000000,2020-08-16 19:02:46.000000,2020-08-16 19:18:46.000000
106369170.0,10.999857,-74.831346,10.9862548,-74.8015346,2020-08-16 18:54:08.520395,2020-08-16 19:06:57.000000,2020-08-16 19:16:57.000000,2020-08-16 18:49:45.000000,2020-08-16 19:05:45.000000
106365395.0,11.001892,-74.820349,11.0093018,-74.8323069,2020-08-16 18:41:06.958894,2020-08-16 18:40:32.000000,2020-08-16 18:50:32.000000,2020-08-16 18:52:16.000000,2020-08-16 19:08:16.000000
106365051.0,10.926951928294,-74.779624427491,10.920356,-74.792625,2020-08-16 18:30:06.701798,2020-08-16 18:29:55.000000,2020-08-16 18:39:55.000000,2020-08-16 18:40:27.000000,2020-08-16 18:56:27.000000
106376346.0,11.00292,-74.809965,11.010062,-74.810703,2020-08-16 19:19:06.579773,2020-08-16 19:18:45.000000,2020-08-16 19:28:45.000000,2020-08-16 19:04:48.000000,2020-08-16 19:20:48.000000
106376058.0,11.010304,-74.812547,11.022908,-74.815906,2020-08-16 19:02:06.166829,2020-08-16 19:01:21.000000,2020-08-16 19:11:21.000000,2020-08-16 19:04:17.000000,2020-08-16 19:20:17.000000
106370372.0,11.004454,-74.808922,11.016939,-74.808698,2020-08-16 19:01:07.462210,2020-08-16 19:02:35.000000,2020-08-16 19:12:35.000000,2020-08-16 18:52:22.000000,2020-08-16 19:08:22.000000
106366179.0,11.000600514525,-74.811923804299,10.992177,-74.7882987,2020-08-16 18:59:04.896342,2020-08-16 18:58:42.000000,2020-08-16 19:08:42.000000,2020-08-16 18:43:07.000000,2020-08-16 18:59:07.000000
106369627.0,11.005154,-74.826668728836,11.011928,-74.823914,2020-08-16 19:02:06.167031,2020-08-16 19:01:32.000000,2020-08-16 19:11:32.000000,2020-08-16 18:59:45.000000,2020-08-16 19:15:45.000000
106369321.0,11.01568190242,-74.82610068319,11.018246,-74.82553,2020-08-16 18:44:06.076553,2020-08-16 18:52:00.000000,2020-08-16 19:02:00.000000,2020-08-16 18:50:03.000000,2020-08-16 19:06:03.000000
106376598.0,11.002559,-74.827874,11.00923,-74.810776,2020-08-16 19:11:06.874678,2020-08-16 19:10:24.000000,2020-08-16 19:20:24.000000,2020-08-16 19:05:19.000000,2020-08-16 19:21:19.000000
106366725.0,11.004875,-74.817183,11.005944,-74.815533,2020-08-16 18:48:07.624831,2020-08-16 18:46:57.000000,2020-08-16 18:56:57.000000,2020-08-16 18:44:13.000000,2020-08-16 19:00:13.000000
106365433.0,11.017754,-74.814387,11.008955,-74.812403,2020-08-16 18:37:05.124626,2020-08-16 18:35:58.000000,2020-08-16 18:45:58.000000,2020-08-16 18:41:21.000000,2020-08-16 18:57:21.000000
106376113.0,11.020764203069,-74.816952859253,11.016877,-74.81738,2020-08-16 19:00:06.271380,2020-08-16 18:59:23.000000,2020-08-16 19:09:23.000000,2020-08-16 19:00:22.000000,2020-08-16 19:16:22.000000
106362415.0,11.016808,-74.824119,11.016636,-74.828128,2020-08-16 18:38:07.148783,2020-08-16 18:38:06.000000,2020-08-16 18:48:06.000000,2020-08-16 18:28:06.000000,2020-08-16 18:44:06.000000
106364037.0,11.004767054805,-74.814856052399,11.006402,-74.805346,2020-08-16 18:37:05.124733,2020-08-16 18:36:34.000000,2020-08-16 18:46:34.000000,2020-08-16 18:28:04.000000,2020-08-16 18:44:04.000000
106370812.0,11.007735,-74.817553,11.002735324165,-74.815039979251,2020-08-16 18:53:08.324751,2020-08-16 18:52:10.000000,2020-08-16 19:02:10.000000,2020-08-16 18:57:13.000000,2020-08-16 19:13:13.000000
106367893.0,11.007195,-74.81788,10.9904686,-74.823574,2020-08-16 18:32:06.155248,2020-08-16 18:30:57.000000,2020-08-16 18:40:57.000000,2020-08-16 18:45:54.000000,2020-08-16 19:01:54.000000
